product_id,title,product_description,category,rating,ratings_count,initial_price,discount,final_price,total_amount,seller_name,currency
13375140,HOUSE OF KKARMA,Women Navy Blue Printed A-Line Dress,dresses,3.9,17,3499,65.0,1224.0,2274.35,Mut███ar,INR
13398280,Zastraa,Women Grey Solid Sheath Dress,dresses,4.3,45,3299,70.0,989.0,2309.3,MON███ CR███ION█████████,INR
12933978,Oxolloxo,Women Orange Solid Fit and Flare Dress,dresses,0.0,0,1899,64.0,669.0,1215.36,M/S███PA ███ARE█████████E L███████████████,INR
13379612,THE SILHOUETTE STORE,Women Orange Solid Maxi Dress,dresses,2.0,3,1399,56.0,1399.0,783.44,YOL███ESI███ PR█████████ITE███,INR
22630128,NUEVOSDAMAS,Girls Polka Dot Printed Crepe Fit & Flare Dress,dresses,2.8,5,1999,70.0,599.0,1399.3,M/S███V M███C.,INR
22610562,NIGHTSPREE,Band Collar Floral Printed Maternity Fit & Flare Dress,dresses,0.0,0,2299,50.0,1149.0,1149.5,MAH███R E███RPR██████,INR
22596522,Vero Moda,Shoulder Straps Cut Out Smocked A-Line Midi Dress,dresses,4.3,12,3799,65.0,1329.0,2469.35,VER███ODA███TAI█████████,INR
22619942,Styli,Burgundy Puff Sleeve Accordion Pleated Fit & Flare Midi Dress,dresses,3.7,11,2799,51.0,1371.0,1427.49,PRE███RE ███AIL█████████PRI███████████████,INR
13400194,Style Quotient,Girls Navy Blue Striped Drop-Waist Dress,dresses,0.0,0,1299,73.0,350.0,948.27,Kri███n S███het█████████td,INR
21683822,ASTRID,Men Solid Small Travel Duffel Bag,duffel-bag,0.0,0,2099,64.0,755.0,1343.36,SAA███EX ███ LT███,INR
12356000,KLEIO,Women Green Solid Vegan Quilted Unisex Gym Bag,duffel-bag,4.6,8,3499,55.0,3499.0,1924.45,Unknown Seller,INR
12944214,Cherry Crumble,Boys Olive Green Solid Corduroy Dungarees,dungarees,3.8,11,2599,45.0,1429.0,1169.55,WHI███SHR███PVT██████,INR
20065316,Clora Creation,Navy Blue & White Woven Design Dupatta,dupatta,0.0,0,2199,38.0,1363.0,835.62,Clo███Cre███on,INR
19761848,Clora Creation,Red & Gold-Toned Embroidered Dupatta with Sequinned,dupatta,0.0,0,1299,37.0,818.0,480.63,Clo███Cre███on,INR
17739270,Clora Creation,Maroon & Gold-Toned Striped Dupatta with Beads and Stones,dupatta,0.0,0,999,50.0,499.0,499.5,Clo███Cre███on,INR
21656682,Dupatta Bazaar,Embroidered Dupatta with Sequinned,dupatta,4.3,33,999,51.0,499.0,509.49,LAA███TEX███E P█████████,INR
22601102,Nimidiya,Ethnic Motifs Printed Cotton Dupatta,dupatta,0.0,0,999,60.0,399.0,599.4,PRE███TI ███LEC██████,INR
22601210,Nimidiya,Leheriya Dyed Dupatta,dupatta,4.5,13,999,60.0,399.0,599.4,PRE███TI ███LEC██████,INR
22601148,Nimidiya,Dupatta With taping Border,dupatta,3.3,3,999,60.0,399.0,599.4,PRE███TI ███LEC██████,INR
22601132,Nimidiya,Dupatta With taping Border,dupatta,3.2,9,999,60.0,399.0,599.4,PRE███TI ███LEC██████,INR
20195790,Dupatta Bazaar,Sequin Embroidered Net Dupatta,dupatta,4.7,10,999,48.0,999.0,479.52,Unknown Seller,INR
12999996,Vishudh,Women Navy Blue Checked Dupatta,dupatta,4.6,17,599,62.0,227.0,371.38,Fla███tar███mme██████,INR
22585502,Nimidiya,Ethnic Motifs Printed Dupatta,dupatta,0.0,0,999,60.0,399.0,599.4,PRE███TI ███LEC██████,INR
15720652,Rubans,Silver-Toned Dome Shaped Studs Earrings,earrings,3.8,21,1480,76.0,355.0,1124.8,AK ███erp███es,INR
15713414,Crunchy Fashion,White Contemporary Studs Earrings,earrings,4.2,22,1998,68.0,639.0,1358.64,Cru███y F███ion█████████,INR
15750524,Priyaasi,Rose Gold-Plated Dome Shaped Jhumkas,earrings,4.4,97,7999,74.0,2079.0,5919.26,PRI███DES███S P█████████MIT███,INR
15014966,Priyaasi,Gold-Toned & Gold Plated Contemporary Jhumkas Earrings,earrings,4.9,13,3949,76.0,947.0,3001.24,PRI███DES███S P█████████MIT███,INR
10125243,KARATCART,White Gold-Plated Stone-Studded Beaded Chandelier Classic Drop Earrings,earrings,4.0,213,1282,62.0,487.0,794.84,KOK███V G███AL █████████,INR
10564232,PRITA BY PRIYAASI,Multicoloured Gold-Plated Beaded Handcrafted Circular Half Hoop Earrings,earrings,4.3,727,1130,69.0,350.0,779.7,PRI███DES███S P█████████MIT███,INR
10145409,Jewels Galaxy,Gunmetal-Toned Gold-Plated Stone-Studded Circular Drop Earrings,earrings,0.0,0,1199,65.0,419.0,779.35,RS ███els███,INR
10135431,Priyaasi,Green Gold-Plated Dome Shaped Jhumkas,earrings,4.5,347,1000,50.0,500.0,500.0,PRI███DES███S P█████████MIT███,INR
10125225,KARATCART,Peach-Coloured & Off-White Gold-Plated Stone-Studded Crescent Shaped Chandbalis,earrings,4.1,872,1568,73.0,423.0,1144.64,KOK███V G███AL █████████,INR
10125241,KARATCART,Green Gold-Plated Beaded Enamelled Floral Chandbalis,earrings,4.2,22,1711,82.0,307.0,1403.02,KOK███V G███AL █████████,INR
19925208,Yellow Chimes,Women Green & Gold Boho Dangle Chiffon Silk Layered Petal Hoop Earrings,earrings,4.1,14,774,44.0,433.0,340.56,MER███I F███S A█████████ION██████████████████,INR
20064092,AMI,Set Of 25 Gold-Toned Gold Plated Contemporary Hoop & Stud Earrings,earrings,3.8,6,1995,80.0,399.0,1596.0,ZAV███ PE███S,INR
17354670,ANIKAS CREATION,Gold-Plated White Contemporary Drop Earrings,earrings,4.0,5,1995,69.0,1995.0,1376.55,Unknown Seller,INR
20041906,KARATCART,Women Black Oxidised Classic Drop Earrings,earrings,4.3,9,1730,65.0,605.0,1124.5,KOK███V G███AL █████████,INR
19821318,Golden Peacock,Oxidised Silver-Toned Floral Cluster Beads Circular Studs,earrings,0.0,0,1149,63.0,425.0,723.87,A&V███WEL███VT ██████,INR
22600236,Inddus Jewels,Rhodium-Plated Cubic Zirconia Heart Shaped Studs Earrings,earrings,0.0,0,5099,60.0,2039.0,3059.4,Nat███l L███sty█████████ts ██████████████████,INR
22601952,SOHI,Gold Plated Teardrop Shaped Drop Earrings,earrings,4.5,15,1455,76.0,349.0,1105.8,Bil███nka███Pri█████████ted███,INR
22618882,Saraf RS Jewellery,Silver-Plated Contemporary Oxidised Drop Earrings,earrings,4.2,99,3795,77.0,872.0,2922.15,HB ███DER███RIV█████████ED,INR
22593810,ZENEME,Rhodium-Plated American Diamond Studded Square Shaped Drop Earrings,earrings,0.0,0,2999,78.0,659.0,2339.22,GLO███ NE███,INR
14467848,GIVA,925 Sterling Silver Rhodium Plated Chain Hoop Earrings,earrings,4.4,17,2799,50.0,1399.0,1399.5,Ind███ewe███ash█████████ Lt███,INR
14399558,Shoshaa,Silver-Plated & Pink Oxidised Drop Earrings,earrings,4.6,21,2488,72.0,696.0,1791.36,SHO███A D███GNS██████,INR
19072820,FemNmas,Silver-Toned Classic Studs Earrings,earrings,4.4,5,249,56.0,249.0,139.44,FEM███MAS███,INR
13402874,Crunchy Fashion,Black & Gold-Toned Contemporary Jhumkas,earrings,4.2,6,1575,78.0,346.0,1228.5,Cru███y F███ion█████████,INR
13401002,Adwitiya Collection,Gold-Toned & Green Dome Shaped Jhumkas,earrings,0.0,0,3189,81.0,599.0,2583.09,ADW███YA ███HIO█████████ LI██████,INR
13340876,Kord Store,Red Gold Plated Meenakari Classic Jhumkas,earrings,4.4,7,4524,88.0,542.0,3981.12,Kor███yst███,INR
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,Gold-Plated & White Contemporary Drop Earrings,earrings,3.9,14,1650,81.0,313.0,1336.5,Sup███om ███,INR
12930744,ANIKAS CREATION,Blue Dome Shaped Jhumkas,earrings,4.4,16,1075,55.0,483.0,591.25,Jai███i J███lle███,INR
12928940,ANIKAS CREATION,Gold-Toned Circular Drop Earrings,earrings,0.0,0,1600,70.0,480.0,1120.0,Jai███i J███lle███,INR
12928904,ANIKAS CREATION,Gold-Plated Drop Earrings with Multicoloured Set of 6 Changeable Stones,earrings,3.8,6,1600,70.0,480.0,1120.0,Jai███i J███lle███,INR
22600220,Inddus Jewels,925 Sterling Silver Square Studs Earrings,earrings,0.0,0,6599,57.0,2837.0,3761.43,Nat███l L███sty█████████ts ██████████████████,INR
22593700,ZENEME,Rhodium-Plated American Diamond Studded Triangular Shaped Drop Earrings,earrings,0.0,0,3999,75.0,999.0,2999.25,GLO███ NE███,INR
13445210,ANIKAS CREATION,Off-White Gold-Plated Contemporary Studs,earrings,0.0,0,580,23.0,446.0,133.4,Jai███i J███lle███,INR
22593680,ZENEME,Gold-Plated Dome Shaped Jhumkas Earrings,earrings,0.0,0,2999,87.0,389.0,2609.13,GLO███ NE███,INR
22593696,ZENEME,Rhodium-Plated American Diamond Studded Crescent Shaped Drop Earrings,earrings,0.0,0,2799,70.0,839.0,1959.3,GLO███ NE███,INR
21604464,Inddus,Pink Sheer Floral Embroidered Midi Ethnic Dress With Inner,ethnic-dresses,3.3,7,6299,58.0,2645.0,3653.42,Nat███l L███sty█████████ts ██████████████████,INR
21990058,Rustorange,Floral Printed A-Line Midi Ethnic Dress,ethnic-dresses,5.0,2,3299,55.0,1484.0,1814.45,Zak███i I███tec█████████ Li██████,INR
21992820,PANIT,Embroidered Sequinned Georgette Fit And Flare Ethnic Maxi Dress,ethnic-dresses,4.4,14,7999,71.0,2319.0,5679.29,R.U███NGH███D G█████████PPA█████████████████████,INR
15741084,Ashnaina,Red Floral Crepe Tiered Maxi Dress,ethnic-dresses,3.2,6,1799,65.0,629.0,1169.35,WWC███ON ███LER███,INR
15741088,Ashnaina,Women Brown Animal Midi Fit and Flare Dress,ethnic-dresses,4.1,88,1799,67.0,593.0,1205.33,WWC███ON ███LER███,INR
15788632,AURELIA,Black Checked Empire Midi Dress,ethnic-dresses,4.2,14,2499,44.0,1380.0,1099.56,Esh███ox ███mme█████████td,INR
15749780,W,Women Mustard Yellow & White Ethnic Printed Maxi Ethnic Dress,ethnic-dresses,4.3,23,3999,60.0,1599.0,2399.4,Fla███ech███tai███,INR
16197802,Vishudh,Grey Floral Embroidered Ethnic Maxi Dress,ethnic-dresses,3.9,609,3049,60.0,853.0,1829.4,Fla███tar███mme██████,INR
19197596,W,Blue Floral Chiffon A-Line Midi Dress,ethnic-dresses,3.9,10,2799,49.0,1420.0,1371.51,Esh███ox ███mme█████████td,INR
18922226,Ahalyaa,Off White Geometric Printed Maxi Dress,ethnic-dresses,2.8,8,4300,63.0,1591.0,2709.0,UDA███ASH███,INR
22411344,Juniper,Floral Embroidered Flared Cotton Midi Dress,ethnic-dresses,3.9,11,4149,75.0,1037.0,3111.75,AMA███XPO███ IN█████████AL █████████,INR
19990734,VASTRAMAY,Girls Mustard Yellow Chikankari Cotton Ethnic Dress,ethnic-dresses,4.7,9,2499,61.0,974.0,1524.39,Vas███may███t. ██████,INR
10127829,Geroo Jaipur,White & Red Floral Hand Block Printed Pure Cotton Sustainable Dress,ethnic-dresses,3.8,6,2499,60.0,999.0,1499.4,ITS███FFE███T,INR
10132319,Karmic Vision,Women Grey & Red Solid Maxi Dress,ethnic-dresses,3.9,12,4999,53.0,2349.0,2649.47,V S███ERS███,INR
13404948,YASH GALLERY,Women Black & White Cotton Printed A-Line Maternity Dress,ethnic-dresses,4.1,67,3899,76.0,935.0,2963.24,Yas███all███ Pr█████████ite███,INR
12994772,Souchii,Women Cream-Coloured Floral Printed A-Line Dress,ethnic-dresses,3.9,10,1999,47.0,1059.0,939.53,MOH███BHO███AMU█████████ATE█████████,INR
13355452,Rangriti,Women Coral Pink & White Liva Checked A-Line Dress With Belt,ethnic-dresses,4.4,33,1299,35.0,1299.0,454.65,Sup███om ███,INR
13405888,Saanjh,Women Green Printed Fit and Flare Dress,ethnic-dresses,4.0,7,1969,62.0,787.0,1220.78,SHA███ RE███LS,INR
22603284,JAIPURI COLLECTION,Ethnic Motifs Printed Maxi Ethnic Dress,ethnic-dresses,3.9,10,2899,71.0,840.0,2058.29,Jai███i C███ect██████,INR
22583702,Mialo fashion,Ethnic Printed Kaftan Dress,ethnic-dresses,2.7,9,2999,78.0,659.0,2339.22,MIA███FAS███N,INR
15787112,Mamaearth,Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening  - 80 ml,face-moisturisers,4.3,903,319,12.0,280.0,38.28,Hon███ Co███mer█████████Lim██████,INR
10075857,Organic Harvest,Spot Reduction Face Cream with Kakadu Plum & Almonds Extracts,face-moisturisers,3.7,9,845,20.0,676.0,169.0,SYS███ OR███IC █████████JIT███,INR
12926546,natural vibes,Unisex Ayurvedic Teatree Facewash 150ml,face-wash-and-cleanser,4.8,9,449,5.0,426.0,22.45,TRA███LA ███OM █████████,INR
18299664,Bata,Women Black Open Toe Flats,flats,3.8,75,1199,20.0,959.0,239.8,Bat███ndi███imi█████████),INR
19974396,FORVELA,Women Black Open Toe Flats,flats,3.9,46,999,55.0,449.0,549.45,RAJ███OOT███AR,INR
16704788,Birkenstock,Unisex Regular Width Glamour Gold Gizeh Essentials Slide Sandals,flats,4.5,12,4990,56.0,4990.0,2794.4,Net███str███tio█████████s P█████████,INR
21888172,Brauch,Embellished Pointed Toe Ballerinas,flats,4.0,10,1499,60.0,599.0,899.4,Bra███ En███pri██████,INR
21735080,Birkenstock,Women Gizeh Regular Width T-Strap Flats,flats,4.5,11,6990,56.0,6990.0,3914.4,Net███str███tio█████████s P█████████,INR
21735014,Birkenstock,Women Madrid Big Buckle Narrow Width Nubuck Leather Open Toe Flats,flats,4.8,5,9490,56.0,9490.0,5314.4,Net███str███tio█████████s P█████████,INR
21928414,Clarks,Open Toe T-Strap Flats,flats,4.0,11,3499,56.0,3499.0,1959.44,CLA███ RE███NCE█████████ PV██████,INR
21866528,SAPATOS,Women Solid Open Toe Flats,flats,0.0,0,999,40.0,599.0,399.6,TRE███ FA███ON,INR
18638536,CODE by Lifestyle,Women White Embellished Mules Flats,flats,4.0,20,1499,50.0,1499.0,749.5,Unknown Seller,INR
13596626,Anouk,Women Gold-Toned & Beige Embellished One Toe Flats,flats,4.3,44,2299,56.0,2299.0,1287.44,Unknown Seller,INR
13533588,Padvesh,Women Pink Textured Ballerinas,flats,3.9,30,899,45.0,899.0,404.55,Unknown Seller,INR
22413952,Styli,Women Embellished Open Toe Flats,flats,0.0,0,1599,51.0,783.0,815.49,PRE███RE ███AIL█████████PRI███████████████,INR
21205620,Tommy Hilfiger,Women Printed Thong Flip-Flops,flip-flops,4.3,8,2599,30.0,1559.0,779.7,PVH███VIN███ASH█████████TE ███████████████,INR
21497394,Puma,Unisex Mia V2 Printed Thong Flip-Flops,flip-flops,4.1,52,999,50.0,499.0,499.5,Omn███ch ███ail███,INR
18489598,Campus,Men Black & Red Striped Rubber Thong Flip-Flops,flip-flops,3.1,9,449,20.0,359.0,89.8,CAM███ AC███EWE█████████D,INR
18521180,Reebok,Women White & Purple Cuba Flip Thong Flip-Flops,flip-flops,4.5,75,1999,50.0,999.0,999.5,Tru███m R███il,INR
18504724,Bata,Men Black & White Sliders,flip-flops,3.5,48,999,55.0,449.0,549.45,Bat███ndi███imi██████,INR
20124616,Duke,Men Printed Thong Flip-Flops,flip-flops,4.3,20,399,35.0,259.0,139.65,Duk███ash███s I█████████ted███,INR
19790160,toothless,Girls Pink & Green Printed Rubber Thong Flip-Flops,flip-flops,4.1,15,499,60.0,199.0,299.4,PUR███ UN███D S█████████ATE█████████,INR
18598106,Ginger by Lifestyle,Women Pink & White Printed Rubber Thong Flip-Flops,flip-flops,4.4,45,499,40.0,499.0,199.6,Unknown Seller,INR
13579258,HIGHLANDER,Men Blue & White Printed Sliders,flip-flops,3.8,83,798,30.0,798.0,239.4,Unknown Seller,INR
16168398,Bata,Women Brown Printed Room Slippers,flip-flops,4.1,38,599,25.0,449.0,149.75,Bat███ndi███imi█████████),INR
15134218,Paragon,Men Grey & Black Printed Rubber Thong Flip-Flops,flip-flops,4.0,66,599,45.0,329.0,269.55,Par███n P███mer█████████ Pv█████████,INR
19256318,Lil Lollipop,Unisex Kids Pink & Orange Printed Rubber Clogs,flip-flops,0.0,0,1390,30.0,973.0,417.0,DRE███COD███,INR
13639590,U.S. Polo Assn.,Men Conex Striped Sliders,flip-flops,3.5,4,1499,50.0,749.0,749.5,Sup███om ███,INR
21431930,yoho,Men Rubber Comfortable Thong Flip-Flops,flip-flops,4.0,24,1499,63.0,554.0,944.37,Inn███tiv███ife█████████hno█████████████████████,INR
21597086,Paragon,Women Stylish Outdoor Cushioned Lightweight Sliders,flip-flops,3.0,12,799,45.0,439.0,359.55,Par███n P███mer█████████ Pv█████████,INR
13374246,Saral Home,Blue Solid PP-Yarn Round Anti-Skid Multi-Use Floor Mat,floor-mats--dhurries,0.0,0,1999,50.0,999.0,999.5,SAR███HOM███ASY█████████RIV████████████,INR
13374206,Saral Home,White & Grey Geometric Patterned Multi-Use Dhurrie,floor-mats--dhurries,3.4,7,1199,45.0,659.0,539.55,SAR███HOM███ASY█████████RIV████████████,INR
13374286,Saral Home,Blue Foor Mat,floor-mats--dhurries,4.7,7,1999,27.0,1459.0,539.73,SAR███HOM███ASY█████████RIV████████████,INR
13374306,Saral Home,Gold-Coloured Solid PP-Yarn Round Anti-Skid Multi-Use Floor Mat,floor-mats--dhurries,0.0,0,1999,50.0,999.0,999.5,SAR███HOM███ASY█████████RIV████████████,INR
13374334,Saral Home,Green Solid Anti-Skid Floor Mat,floor-mats--dhurries,4.4,5,1999,27.0,1459.0,539.73,SAR███HOM███ASY█████████RIV████████████,INR
1848495,Teakwood Leathers,Men Brown Leather Formal Shoes,formal-shoes,3.5,25,10199,60.0,4079.0,6119.4,TEA███OD,INR
21850100,FAUSTO,Men Formal Lace-Up Oxfords Shoes,formal-shoes,0.0,0,999,1.0,989.0,9.99,STY███HOR███MAR█████████IVA████████████,INR
19778366,EZOK,Men Brown Leather Textured Formal Derbys,formal-shoes,0.0,0,4299,34.0,2837.0,1461.66,Ama███hoe███nd █████████are███,INR
21869550,San Frissco,Men Genuine Leather Formal Loafers,formal-shoes,0.0,0,7995,63.0,2958.0,5036.85,ARY███ FO███EAR█████████PVT██████,INR
21931392,Clarks,Men Leather Round Toe Formal Derbys,formal-shoes,4.4,7,9999,40.0,5999.0,3999.6,CLA███ RE███NCE█████████ PV██████,INR
21524384,FAUSTO,Men Leather Formal Derbys,formal-shoes,0.0,0,1399,1.0,1385.0,13.99,STY███HOR███MAR█████████IVA████████████,INR
17755896,Red Tape,Men Black Solid Genuine Leather Formal Derbys,formal-shoes,4.0,265,6899,70.0,6899.0,4829.3,Unknown Seller,INR
21679542,INVICTUS,Men Leather Formal Derbys,formal-shoes,0.0,0,4595,74.0,1194.0,3400.3,ARY███ FO███EAR█████████PVT██████,INR
21656954,Fashion Victim,Men Tassel Leather Formal Slip on Shoes,formal-shoes,3.5,6,3999,72.0,1119.0,2879.28,Rad███Kri███a F█████████b,INR
22609796,HERE&NOW,Men Black Perforated Formal Brogues,formal-shoes,3.7,29,2999,70.0,899.0,2099.3,KRU███A E███RPR██████,INR
13376884,DAVINCHI,Men Black Solid Formal Leather Slip-On Shoes,formal-shoes,0.0,0,6990,55.0,3145.0,3844.5,MET███BRA███,INR
13411744,CARLO ROMANO,Men Black Solid Burnish Leather Formal Shoes,formal-shoes,3.7,23,3998,48.0,2078.0,1919.04,M/S███EPA███MPE███,INR
21602846,SUGAR,Aquaholic Hydrating Foundation with Built-In Cushion Applicator 30ml - Latte 10,foundation,4.2,12,899,56.0,899.0,503.44,VEL███TTE███FES█████████LTD███,INR
14950128,YK,Kids Coffee Brown Striped Hand Gloves,gloves,4.5,62,699,50.0,349.0,349.5,V P███WAL███SIE█████████Y,INR
21996616,CHANDERKASH,Women Black Set of 4 Bumpit Hair Pin,hair-accessory,3.0,2,1199,60.0,479.0,719.4,Cha███rka███Ent█████████,INR
22579802,DIAN,Women Set Of 10 Assorted Knot Hairband,hair-accessory,1.8,8,1000,56.0,440.0,560.0,SNM███lec███,INR
16721772,BodyHerbals,Anti-Static Wide Tooth Dressing Comb,hair-brush-and-comb,4.4,14,399,16.0,335.0,63.84,PUR███ART███NTE█████████,INR
18584192,7 DAYS,"Vitamin C Face Scrub For Glowing Skin, With Walnut For Skin Illumination-100 g",hair-cream-and-mask,4.5,13,499,56.0,219.0,279.44,7 D███ OR███IC █████████,INR
18584190,7 DAYS,100% Natural & Pure Amla Powder for Hair & Skin - 100 g,hair-masks,4.4,11,499,56.0,219.0,279.44,7 D███ OR███IC █████████,INR
21421856,Baggit,Dinosaur Textured PU Regular Structured Handheld Bag,handbags,4.4,5,1990,50.0,796.0,995.0,Sup███om ███,INR
21421918,Baggit,Textured Handheld Bag,handbags,4.6,18,1890,46.0,1039.0,869.4,Sup███om ███,INR
16696848,Accessorize,London Women Faux Leather Piper Sling bag,handbags,4.6,38,4995,61.0,1648.0,3046.95,Tru███m R███il,INR
21232798,ESTALON,Women PU Bowling Sling Bag,handbags,0.0,0,2499,64.0,899.0,1599.36,Men███Bra███Tec█████████ Pr███████████████,INR
18200086,Caprese,Yellow Structured Shoulder Bag,handbags,4.0,59,3699,75.0,924.0,2774.25,Ret███Net███,INR
7743536,Lino Perros,Navy Blue Solid Shoulder Bag,handbags,4.5,6,4495,66.0,4495.0,2966.7,Unknown Seller,INR
7743355,Lino Perros,Blue Solid Shoulder Bag,handbags,4.3,14,3495,60.0,3495.0,2097.0,Unknown Seller,INR
8293015,Lychee bags,White Solid Sling Bag,handbags,3.9,84,1699,4.0,1699.0,67.96,Unknown Seller,INR
17637810,Toteteca,Women Black PU Structured Shoulder Bag,handbags,4.8,5,3099,63.0,3099.0,1952.37,Unknown Seller,INR
17761230,Caprese,Red Leather Structured Shoulder Bag,handbags,4.1,10,3999,70.0,3999.0,2799.3,Unknown Seller,INR
15188034,Metro,Grey PU Swagger Sling Bag,handbags,4.3,10,1290,56.0,1290.0,722.4,MET███BRA███,INR
21762808,Baggit,Structured Sling Bag,handbags,4.6,10,1690,50.0,845.0,845.0,Bag███ In███ Pv██████,INR
21421996,Baggit,Studded Sling Bag,handbags,4.5,40,1990,50.0,995.0,995.0,Bag███ In███ Pv██████,INR
21621752,Berrylush,Checked Structured Handheld Bag,handbags,4.0,111,3299,59.0,1349.0,1946.41,AJN███S T███ SO█████████RIV████████████,INR
13359482,FLYING BERRY,Silver-Toned Solid Handheld Bag,handbags,4.9,7,2999,44.0,1679.0,1319.56,Abh███Ove███as ██████,INR
13389422,DailyObjects,Multicoloured Printed Sling Bag,handbags,4.3,123,2999,62.0,1139.0,1859.38,Fir███Who███ale█████████,INR
13389410,DailyObjects,Pink & Beige Printed Sling Bag,handbags,4.2,30,2999,62.0,1139.0,1859.38,Fir███Who███ale█████████Lim██████,INR
22603262,DailyObjects,Charcoal Trunk Laptop Tote Bag,handbags,3.8,6,3999,25.0,2999.0,999.75,Fir███Who███ale█████████,INR
17743820,NOISE,"Beads White Truly Wireless Earbuds with 18hrs Playtime, and HyperSync",headphones,3.8,97,3499,56.0,3499.0,1959.44,Unknown Seller,INR
19219056,BLAUPUNKT,BH51 Wireless Earphones - Black,headphones,4.5,11,5999,33.0,3999.0,1979.67,Sup███om ███,INR
16193242,CrossBeats,Silver-Toned Solid Truly Wireless In-Ear Earbuds,headphones,1.7,17,9999,56.0,9999.0,5599.44,SEL███ITE███GIT█████████,INR
13474452,Allen Solly,Women Tan Brown & Black Solid Block Heels,heels,4.3,14,2299,50.0,2299.0,1149.5,Unknown Seller,INR
17647418,FOOTONS,Women Beige Comfort Sandals,heels,5.0,2,3199,55.0,3199.0,1759.45,Unknown Seller,INR
18596612,Brauch,Grey Colourblocked Block Peep Toes with Buckles,heels,0.0,0,999,62.0,379.0,619.38,Bra███ En███pri██████,INR
13475738,TRASE,Women Brown Laser Cut Wedges,heels,4.0,39,1599,56.0,1599.0,895.44,Unknown Seller,INR
22217088,DressBerry,Open Back Flatform Heels,heels,4.1,34,1599,54.0,735.0,863.46,KIR███ENT███RIS███,INR
22200396,Bruno Manetti,Textured Pointed Toes Block Pumps,heels,4.0,5,3999,63.0,1479.0,2519.37,BRU███SAL███PVT█████████,INR
19217010,Inc 5,Women Beige Embellished Ethnic Wedge Heels,heels,4.4,14,2690,56.0,2690.0,1506.4,INC███SHO███PRI█████████TED███,INR
22200418,Bruno Manetti,Embellished Open Toe Wedges,heels,3.9,8,3999,65.0,1399.0,2599.35,BRU███SAL███PVT█████████,INR
15120922,Anouk,Women White & Gold-Toned Block Heel Sandals,heels,4.0,25,2699,60.0,1079.0,1619.4,Fla███ech███tai███,INR
16276014,Iris,Brown & Black Home Fragrance Set,home-fragrance-set,4.5,6,700,15.0,595.0,105.0,N R███A R███AND█████████ LT███,INR
16299490,Bodycare Kids,Bodycare Boys Pack Of 6 Assorted Cotton Ben 10 Basic Innerwear Vests,innerwear-vests,3.8,10,978,56.0,978.0,547.68,BOD███RE ███ERN█████████IMI██████,INR
22429820,YK Basics,Boys Pack of 5 Solid Pure Cotton Innerwear Vests,innerwear-vests,3.5,12,1299,61.0,532.0,792.39,Home,INR
19014822,mothercare,Boys Colourblocked Fleece Lined Padded Jacket,jackets,4.6,7,3499,45.0,2624.0,1574.55,Kap███s R███il █████████,INR
19015560,U.S. Polo Assn. Kids,Boys Yellow Solid Puffer Jacket,jackets,4.5,40,2499,43.0,1424.0,1074.57,ARV███ LI███TYL█████████LIM██████,INR
19020502,U.S. Polo Assn.,Men Red & Navy Blue Colourblocked Puffer Jacket,jackets,4.4,338,6299,53.0,2960.0,3338.47,ARV███ LI███TYL█████████LIM██████,INR
19014828,mothercare,Infant Girls Pure Cotton Tailored Jacket,jackets,4.5,15,2999,25.0,2249.0,749.75,Kap███s R███il █████████,INR
18976038,VOXATI,Men Olive Green Denim Jacket,jackets,3.9,345,2599,58.0,1090.0,1507.42,VOX███,INR
19015652,U.S. Polo Assn. Kids,Girls Pink Self Design Bomber Jacket,jackets,4.2,19,2799,46.0,1511.0,1287.54,ARV███ LI███TYL█████████LIM██████,INR
19020536,U.S. Polo Assn.,U S Polo Assn Men Blue & White Colourblocked Long Sleeves Puffer Jacket,jackets,4.1,91,6999,50.0,3499.0,3499.5,ARV███ LI███TYL█████████LIM██████,INR
19020616,U.S. Polo Assn.,U S Polo Assn Men Beige & Black Colourblocked Puffer Jacket,jackets,4.3,47,6299,30.0,3149.0,1889.7,ARV███ LI███TYL█████████LIM██████,INR
19020478,U.S. Polo Assn.,Men Black & Teal Green Colourblocked Sleeveless Puffer Jacket,jackets,4.3,150,4599,40.0,2759.0,1839.6,Sup███om ███,INR
19002890,VERO AMORE,Women Pink Insulator Outdoor Parka Jacket Plus Size,jackets,0.0,0,3850,59.0,1578.0,2271.5,AMR███WEA███G F█████████,INR
19020722,U.S. Polo Assn.,Men Yellow Solid Puffer Jacket,jackets,4.0,64,5999,50.0,2999.0,2999.5,ARV███ LI███TYL█████████LIM██████,INR
19837040,High Star,Women Olive Green Solid Crop Padded Jacket,jackets,4.1,41,3749,85.0,3749.0,3186.65,Unknown Seller,INR
19837008,High Star,Women Navy Blue Solid Parka Jacket,jackets,3.9,32,4549,85.0,4549.0,3866.65,Unknown Seller,INR
19020654,U.S. Polo Assn.,U S Polo Assn Men Black And Blue Colourblocked Hooded Puffer Jacket,jackets,4.0,54,6999,40.0,3499.0,2799.6,ARV███ LI███TYL█████████LIM██████,INR
14991614,Roadster,Men Green Brand Logo Detail Tailored Jacket,jackets,4.2,363,1699,50.0,509.0,849.5,GAR███CRY███S L█████████,INR
